Episode 689: steps = 22, reward = -22.0, global_total_steps = 43419
Episode 690: steps = 22, reward = -22.0, global_total_steps = 43441
Episode 691: steps = 22, reward = -22.0, global_total_steps = 43463
Episode 692: steps = 62, reward = -260.0, global_total_steps = 43525
Episode 693: steps = 39, reward = -237.0, global_total_steps = 43564
Episode 694: steps = 59, reward = -554.0, global_total_steps = 43623
Episode 695: steps = 43, reward = -142.0, global_total_steps = 43666
Episode 696: steps = 22, reward = -22.0, global_total_steps = 43688
Episode 697: steps = 56, reward = -551.0, global_total_steps = 43744
Episode 698: steps = 100, reward = -793.0, global_total_steps = 43844
Episode 699: steps = 45, reward = -243.0, global_total_steps = 43889
Episode 700: steps = 50, reward = -347.0, global_total_steps = 43939
Episode 701: steps = 53, reward = -449.0, global_total_steps = 43992
Episode 702: steps = 24, reward = -24.0, global_total_steps = 44016
Episode 703: steps = 22, reward = -22.0, global_total_steps = 44038
Episode 704: steps = 23, reward = -122.0, global_total_steps = 44061
Episode 705: steps = 46, reward = -145.0, global_total_steps = 44107
Episode 706: steps = 50, reward = -149.0, global_total_steps = 44157
Episode 707: steps = 22, reward = -22.0, global_total_steps = 44179
Episode 708: steps = 24, reward = -24.0, global_total_steps = 44203
Episode 709: steps = 22, reward = -22.0, global_total_steps = 44225
Episode 710: steps = 22, reward = -22.0, global_total_steps = 44247
Episode 711: steps = 22, reward = -22.0, global_total_steps = 44269
Episode 712: steps = 185, reward = -1769.0, global_total_steps = 44454
Episode 713: steps = 29, reward = -227.0, global_total_steps = 44483
Episode 714: steps = 65, reward = -461.0, global_total_steps = 44548
Episode 715: steps = 31, reward = -130.0, global_total_steps = 44579
Episode 716: steps = 28, reward = -28.0, global_total_steps = 44607
Episode 717: steps = 22, reward = -22.0, global_total_steps = 44629
Episode 718: steps = 45, reward = -243.0, global_total_steps = 44674
Episode 719: steps = 40, reward = -337.0, global_total_steps = 44714
Episode 720: steps = 22, reward = -22.0, global_total_steps = 44736
Episode 721: steps = 52, reward = -349.0, global_total_steps = 44788
Episode 722: steps = 24, reward = -24.0, global_total_steps = 44812
Episode 723: steps = 92, reward = -587.0, global_total_steps = 44904
Episode 724: steps = 59, reward = -257.0, global_total_steps = 44963
Episode 725: steps = 52, reward = -250.0, global_total_steps = 45015
Episode 726: steps = 41, reward = -140.0, global_total_steps = 45056
Episode 727: steps = 34, reward = -232.0, global_total_steps = 45090
Episode 728: steps = 26, reward = -26.0, global_total_steps = 45116
Episode 729: steps = 74, reward = -569.0, global_total_steps = 45190
Episode 730: steps = 22, reward = -22.0, global_total_steps = 45212
Episode 731: steps = 22, reward = -22.0, global_total_steps = 45234
Episode 732: steps = 109, reward = -1000.0, global_total_steps = 45343
Episode 733: steps = 46, reward = -244.0, global_total_steps = 45389
Episode 734: steps = 46, reward = -244.0, global_total_steps = 45435
Episode 735: steps = 47, reward = -443.0, global_total_steps = 45482
Episode 736: steps = 43, reward = -142.0, global_total_steps = 45525
Episode 737: steps = 72, reward = -666.0, global_total_steps = 45597
Episode 738: steps = 29, reward = -227.0, global_total_steps = 45626
Episode 739: steps = 38, reward = -335.0, global_total_steps = 45664
Episode 740: steps = 31, reward = -328.0, global_total_steps = 45695
Episode 741: steps = 41, reward = -140.0, global_total_steps = 45736
Episode 742: steps = 27, reward = -126.0, global_total_steps = 45763
Episode 743: steps = 24, reward = -24.0, global_total_steps = 45787
Episode 744: steps = 24, reward = -24.0, global_total_steps = 45811
Episode 745: steps = 89, reward = -485.0, global_total_steps = 45900
Episode 746: steps = 24, reward = -24.0, global_total_steps = 45924
Episode 747: steps = 26, reward = -26.0, global_total_steps = 45950
Episode 748: steps = 25, reward = -124.0, global_total_steps = 45975
Episode 749: steps = 80, reward = -575.0, global_total_steps = 46055
Episode 750: steps = 75, reward = -669.0, global_total_steps = 46130
Episode 751: steps = 22, reward = -22.0, global_total_steps = 46152
Episode 752: steps = 41, reward = -338.0, global_total_steps = 46193
Episode 753: steps = 58, reward = -751.0, global_total_steps = 46251
Episode 754: steps = 37, reward = -136.0, global_total_steps = 46288
Episode 755: steps = 27, reward = -126.0, global_total_steps = 46315
Episode 756: steps = 26, reward = -26.0, global_total_steps = 46341
Episode 757: steps = 66, reward = -363.0, global_total_steps = 46407
Episode 758: steps = 51, reward = -348.0, global_total_steps = 46458
Episode 759: steps = 29, reward = -128.0, global_total_steps = 46487
Episode 760: steps = 38, reward = -137.0, global_total_steps = 46525
Episode 761: steps = 52, reward = -250.0, global_total_steps = 46577
Episode 762: steps = 22, reward = -22.0, global_total_steps = 46599
Episode 763: steps = 52, reward = -448.0, global_total_steps = 46651
Episode 764: steps = 22, reward = -22.0, global_total_steps = 46673
Episode 765: steps = 85, reward = -778.0, global_total_steps = 46758
Episode 766: steps = 22, reward = -22.0, global_total_steps = 46780
Episode 767: steps = 82, reward = -676.0, global_total_steps = 46862
Episode 768: steps = 87, reward = -483.0, global_total_steps = 46949
Episode 769: steps = 56, reward = -353.0, global_total_steps = 47005
Episode 770: steps = 22, reward = -22.0, global_total_steps = 47027
Episode 771: steps = 35, reward = -134.0, global_total_steps = 47062
Episode 772: steps = 77, reward = -572.0, global_total_steps = 47139
Episode 773: steps = 55, reward = -253.0, global_total_steps = 47194
Episode 774: steps = 38, reward = -236.0, global_total_steps = 47232
Episode 775: steps = 22, reward = -22.0, global_total_steps = 47254
Episode 776: steps = 50, reward = -446.0, global_total_steps = 47304
Episode 777: steps = 29, reward = -128.0, global_total_steps = 47333
Episode 778: steps = 31, reward = -229.0, global_total_steps = 47364
Episode 779: steps = 22, reward = -22.0, global_total_steps = 47386
Episode 780: steps = 24, reward = -24.0, global_total_steps = 47410
Episode 781: steps = 52, reward = -349.0, global_total_steps = 47462
Episode 782: steps = 45, reward = -144.0, global_total_steps = 47507
Episode 783: steps = 24, reward = -24.0, global_total_steps = 47531
Episode 784: steps = 22, reward = -22.0, global_total_steps = 47553
Episode 785: steps = 28, reward = -127.0, global_total_steps = 47581
Episode 786: steps = 22, reward = -22.0, global_total_steps = 47603
Episode 787: steps = 24, reward = -24.0, global_total_steps = 47627
Episode 788: steps = 76, reward = -472.0, global_total_steps = 47703
Episode 789: steps = 26, reward = -125.0, global_total_steps = 47729
Episode 790: steps = 83, reward = -578.0, global_total_steps = 47812
Episode 791: steps = 38, reward = -137.0, global_total_steps = 47850
Episode 792: steps = 22, reward = -22.0, global_total_steps = 47872
Episode 793: steps = 26, reward = -125.0, global_total_steps = 47898
Episode 794: steps = 37, reward = -235.0, global_total_steps = 47935
Episode 795: steps = 60, reward = -456.0, global_total_steps = 47995
Episode 796: steps = 26, reward = -125.0, global_total_steps = 48021
Episode 797: steps = 44, reward = -143.0, global_total_steps = 48065
Episode 798: steps = 35, reward = -134.0, global_total_steps = 48100
Episode 799: steps = 24, reward = -24.0, global_total_steps = 48124
Episode 800: steps = 100, reward = -595.0, global_total_steps = 48224
Episode 801: steps = 43, reward = -241.0, global_total_steps = 48267
Episode 802: steps = 48, reward = -345.0, global_total_steps = 48315
Episode 803: steps = 131, reward = -1319.0, global_total_steps = 48446
Episode 804: steps = 22, reward = -22.0, global_total_steps = 48468
Episode 805: steps = 90, reward = -1080.0, global_total_steps = 48558
Episode 806: steps = 73, reward = -469.0, global_total_steps = 48631
Episode 807: steps = 31, reward = -229.0, global_total_steps = 48662
Episode 808: steps = 24, reward = -24.0, global_total_steps = 48686
Episode 809: steps = 40, reward = -139.0, global_total_steps = 48726
Episode 810: steps = 36, reward = -333.0, global_total_steps = 48762
Episode 811: steps = 35, reward = -134.0, global_total_steps = 48797
Episode 812: steps = 22, reward = -22.0, global_total_steps = 48819
Episode 813: steps = 32, reward = -230.0, global_total_steps = 48851
Episode 814: steps = 43, reward = -142.0, global_total_steps = 48894
Episode 815: steps = 28, reward = -28.0, global_total_steps = 48922
Episode 816: steps = 86, reward = -779.0, global_total_steps = 49008
Episode 817: steps = 44, reward = -143.0, global_total_steps = 49052
Episode 818: steps = 28, reward = -28.0, global_total_steps = 49080
Episode 819: steps = 24, reward = -24.0, global_total_steps = 49104
Episode 820: steps = 41, reward = -140.0, global_total_steps = 49145
Episode 821: steps = 64, reward = -361.0, global_total_steps = 49209
Episode 822: steps = 43, reward = -142.0, global_total_steps = 49252
Episode 823: steps = 53, reward = -251.0, global_total_steps = 49305
Episode 824: steps = 30, reward = -129.0, global_total_steps = 49335
Episode 825: steps = 24, reward = -24.0, global_total_steps = 49359
Episode 826: steps = 32, reward = -230.0, global_total_steps = 49391
Episode 827: steps = 75, reward = -471.0, global_total_steps = 49466
Episode 828: steps = 25, reward = -124.0, global_total_steps = 49491
Episode 829: steps = 26, reward = -26.0, global_total_steps = 49517
Episode 830: steps = 23, reward = -122.0, global_total_steps = 49540
Episode 831: steps = 22, reward = -22.0, global_total_steps = 49562
Episode 832: steps = 27, reward = -225.0, global_total_steps = 49589
Episode 833: steps = 24, reward = -24.0, global_total_steps = 49613
Episode 834: steps = 46, reward = -244.0, global_total_steps = 49659
Episode 835: steps = 39, reward = -138.0, global_total_steps = 49698
Episode 836: steps = 22, reward = -22.0, global_total_steps = 49720
Episode 837: steps = 24, reward = -123.0, global_total_steps = 49744
Episode 838: steps = 69, reward = -465.0, global_total_steps = 49813
Episode 839: steps = 26, reward = -26.0, global_total_steps = 49839
Episode 840: steps = 64, reward = -361.0, global_total_steps = 49903
Episode 841: steps = 88, reward = -682.0, global_total_steps = 49991
Episode 842: steps = 39, reward = -138.0, global_total_steps = 50030
Episode 843: steps = 64, reward = -262.0, global_total_steps = 50094
Episode 844: steps = 56, reward = -353.0, global_total_steps = 50150
Episode 845: steps = 59, reward = -257.0, global_total_steps = 50209
Episode 846: steps = 22, reward = -22.0, global_total_steps = 50231
Episode 847: steps = 25, reward = -25.0, global_total_steps = 50256
Episode 848: steps = 44, reward = -242.0, global_total_steps = 50300
Episode 849: steps = 27, reward = -126.0, global_total_steps = 50327
Episode 850: steps = 40, reward = -238.0, global_total_steps = 50367
Episode 851: steps = 22, reward = -22.0, global_total_steps = 50389
Episode 852: steps = 26, reward = -224.0, global_total_steps = 50415
Episode 853: steps = 22, reward = -22.0, global_total_steps = 50437
Episode 854: steps = 33, reward = -132.0, global_total_steps = 50470
Episode 855: steps = 24, reward = -123.0, global_total_steps = 50494
Episode 856: steps = 26, reward = -125.0, global_total_steps = 50520
Episode 857: steps = 44, reward = -539.0, global_total_steps = 50564
Episode 858: steps = 22, reward = -22.0, global_total_steps = 50586
Episode 859: steps = 56, reward = -551.0, global_total_steps = 50642
Episode 860: steps = 32, reward = -230.0, global_total_steps = 50674
Episode 861: steps = 22, reward = -22.0, global_total_steps = 50696
Episode 862: steps = 30, reward = -129.0, global_total_steps = 50726
Episode 863: steps = 22, reward = -22.0, global_total_steps = 50748
Episode 864: steps = 22, reward = -22.0, global_total_steps = 50770
Episode 865: steps = 22, reward = -22.0, global_total_steps = 50792
Episode 866: steps = 27, reward = -126.0, global_total_steps = 50819
Episode 867: steps = 22, reward = -22.0, global_total_steps = 50841
Episode 868: steps = 56, reward = -452.0, global_total_steps = 50897
Episode 869: steps = 78, reward = -474.0, global_total_steps = 50975
Episode 870: steps = 24, reward = -24.0, global_total_steps = 50999
Episode 871: steps = 22, reward = -22.0, global_total_steps = 51021
Episode 872: steps = 87, reward = -681.0, global_total_steps = 51108
Episode 873: steps = 133, reward = -1123.0, global_total_steps = 51241
Episode 874: steps = 51, reward = -249.0, global_total_steps = 51292
Episode 875: steps = 22, reward = -22.0, global_total_steps = 51314
Episode 876: steps = 22, reward = -22.0, global_total_steps = 51336
Episode 877: steps = 52, reward = -250.0, global_total_steps = 51388
Episode 878: steps = 29, reward = -326.0, global_total_steps = 51417
Episode 879: steps = 127, reward = -919.0, global_total_steps = 51544
Episode 880: steps = 40, reward = -139.0, global_total_steps = 51584
Episode 881: steps = 81, reward = -774.0, global_total_steps = 51665
Episode 882: steps = 22, reward = -22.0, global_total_steps = 51687
Episode 883: steps = 111, reward = -705.0, global_total_steps = 51798
Episode 884: steps = 22, reward = -22.0, global_total_steps = 51820
Episode 885: steps = 38, reward = -137.0, global_total_steps = 51858
Episode 886: steps = 62, reward = -260.0, global_total_steps = 51920
Episode 887: steps = 65, reward = -461.0, global_total_steps = 51985
Episode 888: steps = 24, reward = -24.0, global_total_steps = 52009
Episode 889: steps = 57, reward = -255.0, global_total_steps = 52066
Episode 890: steps = 28, reward = -127.0, global_total_steps = 52094
Episode 891: steps = 49, reward = -346.0, global_total_steps = 52143
Episode 892: steps = 54, reward = -351.0, global_total_steps = 52197
Episode 893: steps = 76, reward = -769.0, global_total_steps = 52273
Episode 894: steps = 24, reward = -24.0, global_total_steps = 52297
Episode 895: steps = 22, reward = -22.0, global_total_steps = 52319
Episode 896: steps = 50, reward = -248.0, global_total_steps = 52369
Episode 897: steps = 37, reward = -334.0, global_total_steps = 52406
Episode 898: steps = 28, reward = -127.0, global_total_steps = 52434
Episode 899: steps = 26, reward = -125.0, global_total_steps = 52460
Episode 900: steps = 28, reward = -28.0, global_total_steps = 52488
Episode 901: steps = 57, reward = -552.0, global_total_steps = 52545
Episode 902: steps = 24, reward = -123.0, global_total_steps = 52569
Episode 903: steps = 50, reward = -248.0, global_total_steps = 52619
Episode 904: steps = 27, reward = -126.0, global_total_steps = 52646
Episode 905: steps = 52, reward = -349.0, global_total_steps = 52698
Episode 906: steps = 52, reward = -349.0, global_total_steps = 52750
Episode 907: steps = 95, reward = -887.0, global_total_steps = 52845
Episode 908: steps = 40, reward = -238.0, global_total_steps = 52885
Episode 909: steps = 26, reward = -26.0, global_total_steps = 52911
Episode 910: steps = 24, reward = -222.0, global_total_steps = 52935
Episode 911: steps = 52, reward = -250.0, global_total_steps = 52987
Episode 912: steps = 28, reward = -325.0, global_total_steps = 53015
Episode 913: steps = 83, reward = -875.0, global_total_steps = 53098
Episode 914: steps = 26, reward = -125.0, global_total_steps = 53124
Episode 915: steps = 34, reward = -133.0, global_total_steps = 53158
Episode 916: steps = 37, reward = -136.0, global_total_steps = 53195
Episode 917: steps = 45, reward = -243.0, global_total_steps = 53240
Episode 918: steps = 24, reward = -24.0, global_total_steps = 53264
Episode 919: steps = 24, reward = -24.0, global_total_steps = 53288
Episode 920: steps = 32, reward = -131.0, global_total_steps = 53320
Episode 921: steps = 48, reward = -246.0, global_total_steps = 53368
Episode 922: steps = 89, reward = -881.0, global_total_steps = 53457
Episode 923: steps = 22, reward = -22.0, global_total_steps = 53479
Episode 924: steps = 54, reward = -252.0, global_total_steps = 53533
Episode 925: steps = 22, reward = -22.0, global_total_steps = 53555
Episode 926: steps = 22, reward = -22.0, global_total_steps = 53577
Episode 927: steps = 22, reward = -22.0, global_total_steps = 53599
Episode 928: steps = 72, reward = -369.0, global_total_steps = 53671
Episode 929: steps = 24, reward = -24.0, global_total_steps = 53695
Episode 930: steps = 31, reward = -130.0, global_total_steps = 53726
Episode 931: steps = 55, reward = -253.0, global_total_steps = 53781
Episode 932: steps = 22, reward = -22.0, global_total_steps = 53803
Episode 933: steps = 22, reward = -22.0, global_total_steps = 53825
Episode 934: steps = 22, reward = -22.0, global_total_steps = 53847
Episode 935: steps = 22, reward = -22.0, global_total_steps = 53869
Episode 936: steps = 78, reward = -573.0, global_total_steps = 53947
Episode 937: steps = 22, reward = -22.0, global_total_steps = 53969
Episode 938: steps = 36, reward = -135.0, global_total_steps = 54005
Episode 939: steps = 39, reward = -336.0, global_total_steps = 54044
Episode 940: steps = 110, reward = -902.0, global_total_steps = 54154
Episode 941: steps = 30, reward = -129.0, global_total_steps = 54184
Episode 942: steps = 30, reward = -129.0, global_total_steps = 54214
Episode 943: steps = 54, reward = -450.0, global_total_steps = 54268
Episode 944: steps = 36, reward = -135.0, global_total_steps = 54304
Episode 945: steps = 22, reward = -22.0, global_total_steps = 54326
Episode 946: steps = 34, reward = -232.0, global_total_steps = 54360
Episode 947: steps = 36, reward = -432.0, global_total_steps = 54396
Episode 948: steps = 42, reward = -141.0, global_total_steps = 54438
Episode 949: steps = 50, reward = -248.0, global_total_steps = 54488
Episode 950: steps = 29, reward = -128.0, global_total_steps = 54517
Episode 951: steps = 22, reward = -22.0, global_total_steps = 54539
Episode 952: steps = 41, reward = -140.0, global_total_steps = 54580
Episode 953: steps = 24, reward = -24.0, global_total_steps = 54604
Episode 954: steps = 23, reward = -122.0, global_total_steps = 54627
Episode 955: steps = 100, reward = -793.0, global_total_steps = 54727
Episode 956: steps = 78, reward = -672.0, global_total_steps = 54805
Episode 957: steps = 24, reward = -24.0, global_total_steps = 54829
Episode 958: steps = 22, reward = -22.0, global_total_steps = 54851
Episode 959: steps = 22, reward = -22.0, global_total_steps = 54873
Episode 960: steps = 47, reward = -245.0, global_total_steps = 54920
Episode 961: steps = 22, reward = -22.0, global_total_steps = 54942
Episode 962: steps = 56, reward = -353.0, global_total_steps = 54998
Episode 963: steps = 28, reward = -127.0, global_total_steps = 55026
Episode 964: steps = 62, reward = -260.0, global_total_steps = 55088
Episode 965: steps = 32, reward = -230.0, global_total_steps = 55120
Episode 966: steps = 22, reward = -22.0, global_total_steps = 55142
Episode 967: steps = 27, reward = -126.0, global_total_steps = 55169
Episode 968: steps = 22, reward = -22.0, global_total_steps = 55191
Episode 969: steps = 22, reward = -22.0, global_total_steps = 55213
Episode 970: steps = 22, reward = -22.0, global_total_steps = 55235
Episode 971: steps = 38, reward = -137.0, global_total_steps = 55273
Episode 972: steps = 25, reward = -124.0, global_total_steps = 55298
Episode 973: steps = 139, reward = -1327.0, global_total_steps = 55437
Episode 974: steps = 24, reward = -24.0, global_total_steps = 55461
Episode 975: steps = 22, reward = -22.0, global_total_steps = 55483
Episode 976: steps = 30, reward = -30.0, global_total_steps = 55513
Episode 977: steps = 33, reward = -330.0, global_total_steps = 55546
Episode 978: steps = 61, reward = -358.0, global_total_steps = 55607
Episode 979: steps = 61, reward = -358.0, global_total_steps = 55668
Episode 980: steps = 24, reward = -24.0, global_total_steps = 55692
Episode 981: steps = 44, reward = -143.0, global_total_steps = 55736
Episode 982: steps = 24, reward = -24.0, global_total_steps = 55760
Episode 983: steps = 22, reward = -22.0, global_total_steps = 55782
Episode 984: steps = 46, reward = -244.0, global_total_steps = 55828
Episode 985: steps = 35, reward = -233.0, global_total_steps = 55863
Episode 986: steps = 22, reward = -22.0, global_total_steps = 55885
Episode 987: steps = 22, reward = -22.0, global_total_steps = 55907
Episode 988: steps = 22, reward = -22.0, global_total_steps = 55929
Episode 989: steps = 26, reward = -26.0, global_total_steps = 55955
Episode 990: steps = 71, reward = -467.0, global_total_steps = 56026
Episode 991: steps = 22, reward = -22.0, global_total_steps = 56048
Episode 992: steps = 22, reward = -22.0, global_total_steps = 56070
Episode 993: steps = 74, reward = -371.0, global_total_steps = 56144
Episode 994: steps = 63, reward = -360.0, global_total_steps = 56207
Episode 995: steps = 24, reward = -24.0, global_total_steps = 56231
Episode 996: steps = 22, reward = -22.0, global_total_steps = 56253
Episode 997: steps = 24, reward = -123.0, global_total_steps = 56277
Episode 998: steps = 41, reward = -140.0, global_total_steps = 56318
Episode 999: steps = 65, reward = -461.0, global_total_steps = 56383
Episode 1000: steps = 39, reward = -237.0, global_total_steps = 56422
Episode 1001: steps = 103, reward = -697.0, global_total_steps = 56525
Episode 1002: steps = 37, reward = -136.0, global_total_steps = 56562
Episode 1003: steps = 24, reward = -24.0, global_total_steps = 56586
Episode 1004: steps = 45, reward = -243.0, global_total_steps = 56631
Episode 1005: steps = 22, reward = -22.0, global_total_steps = 56653
Episode 1006: steps = 44, reward = -341.0, global_total_steps = 56697
Episode 1007: steps = 55, reward = -550.0, global_total_steps = 56752
Episode 1008: steps = 59, reward = -356.0, global_total_steps = 56811
Episode 1009: steps = 22, reward = -22.0, global_total_steps = 56833
Episode 1010: steps = 45, reward = -342.0, global_total_steps = 56878
Episode 1011: steps = 38, reward = -236.0, global_total_steps = 56916
Episode 1012: steps = 26, reward = -26.0, global_total_steps = 56942
Episode 1013: steps = 22, reward = -22.0, global_total_steps = 56964
Episode 1014: steps = 44, reward = -440.0, global_total_steps = 57008
Episode 1015: steps = 110, reward = -1397.0, global_total_steps = 57118
Episode 1016: steps = 26, reward = -26.0, global_total_steps = 57144
Episode 1017: steps = 59, reward = -257.0, global_total_steps = 57203
Episode 1018: steps = 92, reward = -587.0, global_total_steps = 57295
Episode 1019: steps = 27, reward = -225.0, global_total_steps = 57322
Episode 1020: steps = 31, reward = -130.0, global_total_steps = 57353
Episode 1021: steps = 32, reward = -131.0, global_total_steps = 57385
Episode 1022: steps = 33, reward = -132.0, global_total_steps = 57418
Episode 1023: steps = 22, reward = -22.0, global_total_steps = 57440
Episode 1024: steps = 64, reward = -460.0, global_total_steps = 57504
Episode 1025: steps = 47, reward = -146.0, global_total_steps = 57551
Episode 1026: steps = 29, reward = -128.0, global_total_steps = 57580
Episode 1027: steps = 38, reward = -335.0, global_total_steps = 57618
Episode 1028: steps = 37, reward = -235.0, global_total_steps = 57655
Episode 1029: steps = 52, reward = -448.0, global_total_steps = 57707
Episode 1030: steps = 22, reward = -22.0, global_total_steps = 57729
Episode 1031: steps = 28, reward = -28.0, global_total_steps = 57757
Episode 1032: steps = 72, reward = -468.0, global_total_steps = 57829
Episode 1033: steps = 133, reward = -1123.0, global_total_steps = 57962
Episode 1034: steps = 67, reward = -265.0, global_total_steps = 58029
Episode 1035: steps = 64, reward = -361.0, global_total_steps = 58093
Episode 1036: steps = 49, reward = -247.0, global_total_steps = 58142
Episode 1037: steps = 24, reward = -24.0, global_total_steps = 58166
Episode 1038: steps = 27, reward = -225.0, global_total_steps = 58193
Episode 1039: steps = 32, reward = -131.0, global_total_steps = 58225
Episode 1040: steps = 74, reward = -470.0, global_total_steps = 58299
Episode 1041: steps = 24, reward = -24.0, global_total_steps = 58323
Episode 1042: steps = 22, reward = -22.0, global_total_steps = 58345
Episode 1043: steps = 149, reward = -1238.0, global_total_steps = 58494
Episode 1044: steps = 25, reward = -124.0, global_total_steps = 58519
Episode 1045: steps = 37, reward = -235.0, global_total_steps = 58556
Episode 1046: steps = 41, reward = -140.0, global_total_steps = 58597
Episode 1047: steps = 28, reward = -127.0, global_total_steps = 58625
Episode 1048: steps = 26, reward = -125.0, global_total_steps = 58651
Episode 1049: steps = 52, reward = -250.0, global_total_steps = 58703
Episode 1050: steps = 37, reward = -136.0, global_total_steps = 58740
Episode 1051: steps = 36, reward = -234.0, global_total_steps = 58776
Episode 1052: steps = 49, reward = -247.0, global_total_steps = 58825
Episode 1053: steps = 68, reward = -464.0, global_total_steps = 58893
Episode 1054: steps = 43, reward = -340.0, global_total_steps = 58936
Episode 1055: steps = 54, reward = -252.0, global_total_steps = 58990
Episode 1056: steps = 22, reward = -22.0, global_total_steps = 59012
Episode 1057: steps = 60, reward = -357.0, global_total_steps = 59072
Episode 1058: steps = 22, reward = -22.0, global_total_steps = 59094
Episode 1059: steps = 29, reward = -128.0, global_total_steps = 59123
Episode 1060: steps = 118, reward = -1108.0, global_total_steps = 59241
Episode 1061: steps = 59, reward = -257.0, global_total_steps = 59300
Episode 1062: steps = 22, reward = -22.0, global_total_steps = 59322
Episode 1063: steps = 52, reward = -151.0, global_total_steps = 59374
Episode 1064: steps = 22, reward = -22.0, global_total_steps = 59396
Episode 1065: steps = 55, reward = -451.0, global_total_steps = 59451
Episode 1066: steps = 45, reward = -144.0, global_total_steps = 59496
Episode 1067: steps = 36, reward = -234.0, global_total_steps = 59532
Episode 1068: steps = 78, reward = -672.0, global_total_steps = 59610
Episode 1069: steps = 44, reward = -242.0, global_total_steps = 59654
Episode 1070: steps = 30, reward = -228.0, global_total_steps = 59684
Episode 1071: steps = 22, reward = -22.0, global_total_steps = 59706
Episode 1072: steps = 26, reward = -125.0, global_total_steps = 59732
Episode 1073: steps = 22, reward = -22.0, global_total_steps = 59754
Episode 1074: steps = 24, reward = -24.0, global_total_steps = 59778
Episode 1075: steps = 31, reward = -130.0, global_total_steps = 59809
Episode 1076: steps = 59, reward = -455.0, global_total_steps = 59868
Episode 1077: steps = 60, reward = -357.0, global_total_steps = 59928
Episode 1078: steps = 22, reward = -22.0, global_total_steps = 59950
Episode 1079: steps = 69, reward = -465.0, global_total_steps = 60019
Episode 1080: steps = 22, reward = -22.0, global_total_steps = 60041
Episode 1081: steps = 67, reward = -562.0, global_total_steps = 60108
Episode 1082: steps = 42, reward = -240.0, global_total_steps = 60150
Episode 1083: steps = 37, reward = -136.0, global_total_steps = 60187
Episode 1084: steps = 25, reward = -124.0, global_total_steps = 60212
Episode 1085: steps = 24, reward = -123.0, global_total_steps = 60236
Episode 1086: steps = 24, reward = -24.0, global_total_steps = 60260
Episode 1087: steps = 22, reward = -22.0, global_total_steps = 60282
Episode 1088: steps = 22, reward = -22.0, global_total_steps = 60304
Episode 1089: steps = 44, reward = -341.0, global_total_steps = 60348
Episode 1090: steps = 33, reward = -330.0, global_total_steps = 60381
Episode 1091: steps = 22, reward = -22.0, global_total_steps = 60403
Episode 1092: steps = 65, reward = -560.0, global_total_steps = 60468
Episode 1093: steps = 22, reward = -22.0, global_total_steps = 60490
Episode 1094: steps = 66, reward = -561.0, global_total_steps = 60556
Episode 1095: steps = 22, reward = -22.0, global_total_steps = 60578
Episode 1096: steps = 80, reward = -476.0, global_total_steps = 60658
Episode 1097: steps = 41, reward = -140.0, global_total_steps = 60699
Episode 1098: steps = 72, reward = -468.0, global_total_steps = 60771
Episode 1099: steps = 103, reward = -895.0, global_total_steps = 60874
Episode 1100: steps = 22, reward = -22.0, global_total_steps = 60896
Episode 1101: steps = 22, reward = -22.0, global_total_steps = 60918
Episode 1102: steps = 41, reward = -140.0, global_total_steps = 60959
Episode 1103: steps = 24, reward = -24.0, global_total_steps = 60983
Episode 1104: steps = 99, reward = -792.0, global_total_steps = 61082
Episode 1105: steps = 32, reward = -131.0, global_total_steps = 61114
Episode 1106: steps = 37, reward = -136.0, global_total_steps = 61151
Episode 1107: steps = 22, reward = -22.0, global_total_steps = 61173
Episode 1108: steps = 35, reward = -431.0, global_total_steps = 61208
Episode 1109: steps = 52, reward = -250.0, global_total_steps = 61260
Episode 1110: steps = 32, reward = -230.0, global_total_steps = 61292
Episode 1111: steps = 22, reward = -22.0, global_total_steps = 61314
Episode 1112: steps = 22, reward = -22.0, global_total_steps = 61336
Episode 1113: steps = 49, reward = -148.0, global_total_steps = 61385
Episode 1114: steps = 22, reward = -22.0, global_total_steps = 61407
Episode 1115: steps = 22, reward = -22.0, global_total_steps = 61429
Episode 1116: steps = 42, reward = -339.0, global_total_steps = 61471
Episode 1117: steps = 72, reward = -666.0, global_total_steps = 61543
Episode 1118: steps = 44, reward = -143.0, global_total_steps = 61587
Episode 1119: steps = 73, reward = -568.0, global_total_steps = 61660
Episode 1120: steps = 46, reward = -244.0, global_total_steps = 61706
Episode 1121: steps = 31, reward = -130.0, global_total_steps = 61737
Episode 1122: steps = 60, reward = -456.0, global_total_steps = 61797
Episode 1123: steps = 39, reward = -138.0, global_total_steps = 61836
Episode 1124: steps = 24, reward = -123.0, global_total_steps = 61860
Episode 1125: steps = 24, reward = -24.0, global_total_steps = 61884
Episode 1126: steps = 24, reward = -24.0, global_total_steps = 61908
Episode 1127: steps = 24, reward = -24.0, global_total_steps = 61932
Episode 1128: steps = 88, reward = -484.0, global_total_steps = 62020
Episode 1129: steps = 24, reward = -24.0, global_total_steps = 62044
Episode 1130: steps = 44, reward = -242.0, global_total_steps = 62088
Episode 1131: steps = 71, reward = -566.0, global_total_steps = 62159
Episode 1132: steps = 65, reward = -461.0, global_total_steps = 62224
Episode 1133: steps = 22, reward = -22.0, global_total_steps = 62246
Episode 1134: steps = 28, reward = -28.0, global_total_steps = 62274
